"cleaning_uuid","additional_task_id","status"
"cd5a58c7-d010-4272-af69-1b1148fdb389",3,False
"f5c4fee7-4434-4fd4-b059-d6542a81b646",3,False
"ffd716bb-c1c3-412e-a6ff-2057a55fd466",3,False
"7797b883-9703-492c-8d02-c60b0d8db08c",3,False
"b4c13556-7684-43c7-94f6-b2c96b08965d",3,False
"815c8ab4-cb36-41e6-8221-4d5463083a81",2,False
"90955fe7-f722-416a-9cf4-77a4512f1bb1",2,False
"20c58b34-684e-4cc1-a56a-867a9046d8dd",2,False
"091e384c-0b11-405f-90b1-d949d20d3e9e",2,False
"5b0aff08-c5fa-445b-b259-0b0cbe43e00f",2,False
"3f90d316-a4f8-4976-9944-40eaeff54b51",2,False
"e9d9e7e4-1490-4a2f-b758-5cc040e4663c",3,False
"2296b912-d249-42bc-8042-32eaafd0787a",3,False
"440876e5-708f-4a7a-9c5d-a35cb8c0ccb2",3,False
"2f487ef9-3d4d-4e87-b903-cd8ab63a82d0",2,False
"942ec570-352d-4833-9032-b463089eb033",2,False
"d07d278e-ef31-4770-b4b8-1b2006b07592",2,False
"1ded0d4f-ed89-4cba-90cd-3e9401104901",2,False
"816d8e37-bf09-4917-a129-17b51cc6ff0b",2,False
"8f826aca-c99e-4072-a8ef-7d198167d8b1",2,False
"20bd627c-0571-4d31-b122-2678d144eb08",2,False
"be8c314a-ba48-44b2-b91e-1dcf840c7236",2,False
"982ea6d8-b10a-43eb-8f79-acb7ea798f36",2,False
"0f576438-a737-478b-8b09-778769a85325",2,False
"d0476e23-1adf-468f-8906-beaa1ec5a01a",2,False
"187799f0-ff09-4f28-969b-518236d57c6b",2,False
"b647715a-af72-46aa-bb42-614a811b9c77",2,False
"924ec02f-b50b-4aed-a7fc-5307a9772c15",2,False
"d928e536-f50a-4d87-a77b-e4a0e9307685",2,False
"d086ef20-f2d7-4517-8c5f-987c899f9e6b",2,False
"ba177c8b-1e76-4d24-b6d7-172ee2dab1eb",2,False
"ba47e25a-e85d-4fd4-974a-84612c4d2b92",2,False
"62e02de6-bc74-417b-b748-aaeec2782ddd",2,False
"d1a37c51-926b-4c99-b2cb-a07cd740be34",2,False
"3e5e2e00-0ab8-4d3a-9908-35ece22b6d46",2,False
"192db2fa-be14-4e0d-a699-8263f364b509",2,False
"254a87c8-882c-4d4d-9060-f6f4a659fa5a",2,False
"9d8ae1ed-396a-45e8-8994-d8648a3911ac",2,False
"11437f53-01a4-49a7-8f7e-5aefdbf6c2b3",2,False
"fce0ba38-e6d5-47dd-8472-4febc5c1987b",2,False
"70f02d1e-9618-4a63-86bd-cc1f6bca43dd",2,False
"4241c26b-de2e-4e6d-97d1-25990ebdf4ef",2,False
"66eda6a4-b25f-4e26-80e0-369ac273a00e",2,False
"0a7fa5b2-8391-4e02-a1ce-0862e1ee95d2",2,False
"4a5af0c1-14a5-4461-b848-f1c2c027813a",2,False
"9aff4133-7af3-4a41-a196-510518ea98f4",2,False
"50295036-8f87-442f-bd94-bdb3231219ec",2,False
"69c73e0c-38b2-40f2-9d75-f8a7b0c2b631",3,False
"abcf7353-8c00-41dc-b334-ed03050c9da9",3,False
"dda94025-4e15-40a1-91a5-8ba8492068a0",3,False
"67929b45-940d-4c0c-98ea-9b4831bff657",3,False
"bcf3238c-f780-4dde-ad77-3836befdd8f1",3,False
"5e5ee728-16f0-4018-8cc2-0a5278d002f4",3,False
"2eb393f2-cdea-4702-9454-7b869a24ab48",3,False
"a94a1c54-ba1d-4501-941f-f27e5939ba02",3,False
"278c67d8-c3e2-4833-8bff-10a4966f8b24",3,False
"0dd19f3d-ccc7-4a5e-b5ae-a529f89342de",3,False
"9180773d-d2a5-4a49-aa78-b2741851f273",3,False
"5e0827c3-4058-454f-957e-d38b379c2248",3,False
"c7d42236-ee43-4aee-a7a4-bfc968c475d8",3,False
"5496707c-2781-4a1b-90b0-0dffa1fd855d",3,False
"079ecc08-acf9-4048-a127-bec101626f7a",3,False
"84e03967-4c1a-4267-97c3-3247d04627c8",3,False
"b1d78f63-d1ba-4d15-889a-1d7a899e71a8",3,False
"28566095-e34f-4057-8e98-ec8866f64831",3,False
"4454a43f-b689-4eff-b4f5-eef575d280b3",3,False
"60337b52-ccdd-4be6-871c-a34ede2401d3",3,False
"f29d0cc5-0d35-48d9-a9aa-a333d16d0079",3,False
"ee4f3915-64ff-4a41-97e8-2dbb1249d258",3,False
"7977e690-f46e-4ed9-a118-b46874b6dd28",3,False
"511617e2-b89f-4d90-a6dd-6b524bb1af9b",3,False
"62124ee9-4ddc-4034-a914-d69a148ba46e",3,False
"566fc30c-cb96-4018-9d37-c01dfc9151b6",3,False
"ec0cedb0-fdfa-4c66-a652-6e47a2272aa6",3,False
"82b35f31-b92b-487a-a3d5-5634b4e17632",3,False
"a386c4ce-540b-4317-aa6c-61c7ee17df25",3,False
"59f365e8-677d-40dc-b15f-dd14af12b1f1",3,False
"850014ac-824f-4e03-b5a5-806a779ab073",3,False
"94b1afc8-2ef9-4941-9b23-2444f3b2892f",3,False
"0909d95b-c8cb-4866-8067-b89091ad4125",3,False
"9573871f-dcfb-4ab2-8bea-a7ff8af4efd5",3,False
"fec7c884-34e6-4626-bdc6-76ebef93787b",3,False
"48814df8-edd3-4468-bfb0-3a22b5325c83",3,False
"3dc9d71e-39dc-4610-87d0-6b06c1d3d244",3,False
"f8093b0d-b3d5-4f0c-8f69-67f57d9845ee",3,False
"d3a97845-3f8c-45c8-b257-365c2d9eb08c",3,False
"41c607f2-fe78-47fd-a853-79df14bae8c2",3,False
"1f1d11fc-89bd-4302-bd20-177e63f60d7a",3,False
"ea360510-a3ec-4de1-bf9d-2f42a81a00f4",3,False
"efe5ac5d-b243-4005-970f-6f205f36a80d",3,False
"affbf7d6-0e45-48ae-9a97-64deb4315cbe",3,False
"609d8123-b19c-4d4e-a630-72f4c5ebc252",3,False
"ab64fc2d-e802-47ff-838f-815407d350de",3,False
"a0000b96-b109-4eef-aa0f-ce6b85ba52eb",3,False
"ee5f5846-adbf-48c4-adef-93e3dcbf8f7b",3,False
"9a12a874-d37a-4e1c-b9f8-48c0a577acd7",3,False
"154b36d5-f068-47dc-98a8-8bf9651dbd26",3,False
"17013e62-7e1c-4318-a0fd-3e3cc7fb753c",3,False
"cc5f5373-448f-4323-a7a3-cdb40c1be9b2",3,False
"5e8364af-9bb5-438f-9fc7-af78226dbb27",3,False
"8e4fad1d-f4ca-48d3-b152-6c3ddcc56d36",3,False
"0ea34da9-6314-47f8-be52-cba1d9fa7272",3,False
"5005f33e-2f98-42cc-958e-86863b6ee1eb",3,False
"2334ec70-d9eb-476f-8fc6-9c808eb481dc",3,False
"f13a974d-025b-42d1-8729-0f245ae127ce",3,False
"d874fb1f-1fbf-4b8c-9a00-7691e4841d23",3,False
"56d163b7-d549-4341-9b99-5146433952bb",3,False
"0aaed1d3-e409-4cc2-9392-fdc3a4150c30",3,False
"991ae435-216d-4c40-b292-bad9202b6b76",3,False
"a1b4062e-bab5-453c-b9e7-2528a1089224",3,False
"5794f368-f3b3-44e7-892c-4b099ee30528",3,False
"bff60c36-1475-430b-8c20-fdfeb8c9dcd6",3,False
"97170dba-3dea-4317-9989-1ffa563c4f7a",3,False
"7ddcbe11-e010-4451-b0ac-183d911c38db",3,False
"cd8a7418-e39a-4889-bc69-af86c3b43254",3,False
"85646b80-3b7b-4e30-9ec8-7ada28abe989",3,False
"b7d2cbfe-a30f-439f-96bf-6d7ed431a6a1",3,False
"23b3fc58-6a14-4bdc-b12a-1148a6481ac9",3,False
"01651625-8ef9-4315-bcf7-4b03bff520b5",2,False
"840f2553-7b2f-4bbc-ae0b-142415fab65f",2,False
"a2df4059-0156-401b-a61b-e7cbe296bb04",2,False
"586eafb0-8b2a-4248-abd3-21ee34d50602",2,False
"bf472b6f-ca2e-40d0-8f79-58b7fafaafba",2,False
"636565bc-c491-492d-9c52-86f73c481e95",2,False
"3b110696-4e4a-42b9-bbab-bb462678678b",2,False
"ba5c7fe9-b989-4052-a61d-076dfb452a5b",3,False
"03eca15a-40c8-4947-a138-d54e546b80d8",3,False
"5aa44bca-b03f-43c3-93b2-eef7770d2b64",3,False
"13ee44b3-15f0-4654-a3d4-acb1382ceecf",3,False
"21eb73e8-954a-4d18-944a-0a664a72591e",3,False
"a3292df7-4880-4ce7-bc91-cdc448990432",3,False
"8b2c9937-4396-4a06-95a1-e1c7646ed426",3,False
"3a184218-f421-4299-b34c-39a5715644d9",3,False
"96fe5fea-3025-456d-bd9c-671c9e2c925b",3,False
"616ee481-9922-4de1-a888-3346cdc4676c",3,False
"0ed1e1cd-f7e6-4360-870e-68ad33740a1b",3,False
"92a520cf-5393-4e4d-a999-eeb199aff93e",3,False
"5edc6ab8-c4b7-430a-8ce8-5dcee18edc7b",3,False
"7e9653f4-d885-421a-8324-1f167080fa13",3,False
"93704ef9-e763-4c27-ae1e-8c14a87640f9",3,False
"66d1c82e-407f-4d7a-9aab-d9de7d823455",3,False
"69d12d8b-7fcd-4e98-b499-4a7da16fa0f9",3,False
"429531a0-9e83-4a9f-b701-b8e1a8041b8c",3,False
"499fbf32-ce6c-4c1e-847f-cf096d2b8c2d",3,False
"f7ef7f17-b20e-4a68-be30-a03cfa80010f",3,False
"56d1ba3c-46d1-437e-8c22-48f8a593c1ab",3,False
"3a2e839f-237c-49e2-89ac-7263b3990f0b",3,False
"28cf40b1-c9d2-4135-948a-a53f3b6dfc33",3,False
"cc3512f3-e5c1-4765-bad2-e99568feeb54",2,False
"9f543d13-8e59-4e1f-a877-f2cdc0cef1e6",2,False
"48ce2ac4-c0c3-46d9-bf5e-e24e424c9a95",2,False
"bce8a65d-0556-477f-8610-a959ff340b1f",2,False
"cb6cefcb-ca26-4c77-b991-4b9773290aee",2,False
"0157f6ad-2d05-433b-a451-7277d25fa70b",2,False
"caf1ea9f-00c5-4104-8a45-86242be0315f",2,False
"347b0adb-f1b4-4ff4-a92d-402a222f678d",2,False
"88ed4411-8b20-4def-9f3b-d5e9401fa8ba",2,False
"76e2dfe2-1880-4dbd-8c8a-71f0b40c24bb",2,False
"412f34b4-71a3-423f-ad3a-1ce614f73ec7",2,False
"d0294e36-c1e1-400f-afe1-a354ff03694a",2,False
"31f3084c-51ca-45db-8f8b-5394ebc1bc08",2,False
"6526fee0-9203-4d7a-95c3-d0df3c9191b4",2,False
"a9a39240-346f-43cf-a816-d965601a6590",2,False
"f25b9748-21a9-48bd-8193-c930be3ee6ae",2,False
"2e5ed144-69e4-4b53-a6d7-3ce1ad985092",2,False
"a1c0ebfc-439e-4f4f-81aa-66e0dec64d21",2,False
"caed0d59-9f4c-4f0b-a091-915400d11361",2,False
"fa48acec-8f15-4cc8-9e3b-193befdae26a",2,False
"49632466-66e4-4f0e-a4f0-d652b3d9dccf",2,False
"9be301ce-9a81-4114-893a-ae2765b2bb8f",2,False
"25236559-9eb6-42dc-80b0-73c68d915f92",3,False
"493f5b95-0f24-472f-88d4-c3b80264351f",3,False
"70781a55-c251-42a0-bca1-84b300bfee2b",3,False
"42ac65bf-8373-4630-a1a1-900f5ea6c92e",3,False
"b32e96ef-d35b-443d-9707-df7609266a60",3,False
"944bc5b1-5533-4fc4-ba4e-695c1321a312",3,False
"32c2d345-6747-4ecc-8ad0-cbaddf2eaf0c",3,False
"246c0ca7-f127-48cd-a581-f0a456e72f50",3,False
"63e9218f-9151-426d-a676-c3bdbf9d71e8",3,False
"c94f31f4-faa2-427f-a252-360a3f2b979c",3,False
"9ff4bd73-7e72-464e-bdc8-d2f96071573b",3,False
"9f88ef40-ce0d-48ca-84aa-b25b0a5db3ec",3,False
"595511a0-c51b-4b6c-906c-b6acec075dd8",3,False
"b4a65c36-4285-4507-9402-8ef90ce021f1",3,False
"f4f1cf5c-1bfc-4706-b275-76cce82c6e69",3,False
"ffcfc54b-7511-48a6-a589-441881aa11ed",3,False
"e7b5737c-d83e-4015-beda-5dcbb09795c1",3,False
"ab84a421-eca3-49dc-99cc-bcd18be2070e",3,False
"8305cda9-37ca-4c55-809e-f4c033c54452",3,False
"77d0bcfe-7429-457c-b6ea-6715af2ba87a",3,False
"b7a1cda8-0f7c-4e79-b603-d85c40a16dcd",3,False
"5900d3c3-7cd3-430e-874c-f4f2a47e556b",3,False
"a4aefd57-eb5f-40fd-802f-b8b47ee1eb67",3,False
"2e428c3d-ea4e-48ab-94d1-5601877f46d6",3,False
"00ec54bd-35c5-452d-8ac0-51dba8d8ba46",3,False
"d8ab073f-c87e-4873-b230-46de353f4d84",3,False
"3264bf60-d7d2-435e-b814-fa0a8025fd71",3,False
"d21fbf0d-5828-4a8c-ab48-77545f9fa630",3,False
"11b5a145-b349-462d-b21d-68149e9161b5",3,False
"f20a18b0-2cc6-4009-af23-b61dea596e46",3,False
"6306f178-ce85-42a8-b3bf-b726f27cd6bb",3,False
"d90fcafe-1301-4bd7-8b92-59fbcfaf45e6",3,False
"43f07b89-18f3-488f-bd3c-66c3a3813301",3,False
"90c36582-02be-4fc5-8ee1-e301538e6155",3,False
"342466ac-9ccf-4e21-b8a2-023ead078347",3,False
"0db36d49-8fa6-4c7e-be7f-ecb11ad91c8e",3,False
"7d182942-bed9-4040-8596-51195ff39231",3,False
"d6fc64fe-d526-4b61-9665-cfbee0ed6993",3,False
"261f9fa1-32b7-42f8-ae7a-ee8c5050ef36",3,False
"32d73003-4d45-40ea-90cc-f94d1c0bebe0",3,False
