"cleaning_checklist_uuid","cleaning_uuid","checklist_uuid","mapping_type","status","created_by","created_date","modified_by","modified_date","deleted","deleted_by","deleted_date","locked","score","passing_score"
"de407774-4200-4dd8-b247-d6bb82743ae1","8babc499-05e8-4752-a227-87ea21f61ee4","3b24a271-4350-4969-adb5-fb4bbd5bd433",1,1,"d63096a0-6fff-4fea-a6f0-7669d0a4a714","2025-01-23 06:42:29.241769+00",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
